path,current_db_match,match_kind,confidence,chapter_code,chapter_name,command_name,command_code,operation_type,matched_object_prefix,matched_command_count,matched_commands,reason
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.InitDlMcs,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.MaxDlUeToBeScheduledInSlot,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonSearchSpaceList.{i}.ControlResourceSetId,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonSearchSpaceList.{i}.DciFormat00And10En,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonSearchSpaceList.{i}.Duration,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonSearchSpaceList.{i}.MonitoringSlotOffset,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonSearchSpaceList.{i}.MonitoringSlotPeriodicity,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonSearchSpaceList.{i}.MonitoringSymbolsWithinSlot,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonSearchSpaceList.{i}.SearchSpaceId,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonSearchSpaceList.{i}.SearchSpaceType,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.DedicatedCtlResourceSet.{i}.DedicateCceRegInterleaverSize,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.DedicatedCtlResourceSet.{i}.DedicateCceRegMappingType,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.DedicatedCtlResourceSet.{i}.DedicateCceRegShiftIndex,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.DedicatedCtlResourceSet.{i}.DedicateCceRegbundleType,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.DedicatedCtlResourceSet.{i}.DedicateDuration,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.DedicatedCtlResourceSet.{i}.DedicateFrequencyDomainResources,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.DedicatedCtlResourceSet.{i}.DedicatePrecoderGranularity,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.DedicatedCtlResourceSet.{i}.DedicatedResourceSetId,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDSCH.PDSCHDedicatedTimeDomainResourceAllocationList.{i}.StartSymbolAndLength,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDSCH.PDSCHTimeDomainResourceAllocationList.{i}.StartSymbolAndLength,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PMaxULPower,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.StartPrbPosition,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.SubcarrierSpacing,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.FrequencyInfoDLSIB.MultiFrequencyBandListNRSIB.{i}.FreqBandIndicatorNR,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.5QI,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.AllowedIntegrityAlgo,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.DiscardTimer,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.DlDataSplitThreshold,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.DrbInactivityTimerConfig,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.Dscp,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.Enable,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.EnableRohc,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.IsDefault,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.LongDrxCycle,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.MappingDrbIndex,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.MinBr,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.PdcpDuplicationActivated,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.PdcpSnSizeDl,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.PdcpSnSizeUl,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.PrimaryPath,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i}.PrimaryPathDl,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
